label,accuracy,precision,sensitivity,specificity,F1_score,MCC,AUROC,AUPR
label666,0.52,0.526,0.4,0.64,0.455,0.041,0.477,0.451
label667,0.66,0.643,0.72,0.6,0.679,0.322,0.613,0.549
label668,0.4,0.391,0.36,0.44,0.375,-0.201,0.384,0.417
label669,0.5,0.5,0.52,0.48,0.51,0,0.47,0.474
label670,0.52,0.515,0.68,0.36,0.586,0.042,0.53,0.49
label671,0.38,0.375,0.36,0.4,0.367,-0.24,0.373,0.415
label672,0.48,0.48,0.48,0.48,0.48,-0.04,0.432,0.486
label673,0.56,0.556,0.6,0.52,0.577,0.12,0.533,0.548
label674,0.5,0.5,0.52,0.48,0.51,0,0.389,0.412
label675,0.34,0.333,0.32,0.36,0.327,-0.32,0.283,0.368
label676,0.42,0.423,0.44,0.4,0.431,-0.16,0.374,0.463
label677,0.44,0.44,0.44,0.44,0.44,-0.12,0.507,0.525
label678,0.48,0.483,0.56,0.4,0.519,-0.041,0.426,0.427
label679,0.34,0.346,0.36,0.32,0.353,-0.32,0.341,0.42
label680,0.36,0.37,0.4,0.32,0.385,-0.281,0.258,0.368
label681,0.46,0.455,0.4,0.52,0.426,-0.081,0.45,0.452
label682,0.44,0.44,0.44,0.44,0.44,-0.12,0.365,0.447
label683,0.44,0.444,0.48,0.4,0.462,-0.12,0.451,0.524
label684,0.4,0.368,0.28,0.52,0.318,-0.206,0.4,0.411
label685,0.42,0.429,0.48,0.36,0.453,-0.161,0.35,0.393
label686,0.38,0.385,0.4,0.36,0.392,-0.24,0.312,0.399
label687,0.42,0.429,0.48,0.36,0.453,-0.161,0.469,0.502
label688,0.42,0.429,0.48,0.36,0.453,-0.161,0.315,0.382
label689,0.3,0.321,0.36,0.24,0.34,-0.403,0.23,0.358
label690,0.58,0.577,0.6,0.56,0.588,0.16,0.533,0.478
label691,0.52,0.517,0.6,0.44,0.556,0.041,0.416,0.457
label692,0.56,0.556,0.6,0.52,0.577,0.12,0.539,0.5
label693,0.6,0.593,0.64,0.56,0.615,0.201,0.499,0.487
label694,0.36,0.37,0.4,0.32,0.385,-0.281,0.387,0.418
label695,0.4,0.391,0.36,0.44,0.375,-0.201,0.414,0.425
label696,0.52,0.519,0.56,0.48,0.538,0.04,0.581,0.536
label697,0.6,0.632,0.48,0.72,0.545,0.206,0.64,0.568
label698,0.46,0.462,0.48,0.44,0.471,-0.08,0.485,0.554
label699,0.42,0.417,0.4,0.44,0.408,-0.16,0.408,0.45
label700,0.54,0.538,0.56,0.52,0.549,0.08,0.51,0.485
label701,0.58,0.571,0.64,0.52,0.604,0.161,0.634,0.642
label702,0.5,0.5,0.48,0.52,0.49,0,0.526,0.48
label703,0.46,0.458,0.44,0.48,0.449,-0.08,0.435,0.44
label704,0.34,0.318,0.28,0.4,0.298,-0.322,0.29,0.412
label705,0.38,0.4,0.48,0.28,0.436,-0.245,0.278,0.367
label706,0.56,0.552,0.64,0.48,0.593,0.122,0.626,0.569
label707,0.52,0.519,0.56,0.48,0.538,0.04,0.525,0.554
label708,0.4,0.414,0.48,0.32,0.444,-0.203,0.421,0.498
label709,0.68,0.655,0.76,0.6,0.704,0.365,0.69,0.619
label710,0.54,0.542,0.52,0.56,0.531,0.08,0.554,0.536
label711,0.42,0.423,0.44,0.4,0.431,-0.16,0.365,0.398
label712,0.5,0.5,0.52,0.48,0.51,0,0.454,0.497
label713,0.42,0.438,0.56,0.28,0.491,-0.167,0.371,0.405
label714,0.46,0.464,0.52,0.4,0.491,-0.081,0.442,0.485
label715,0.52,0.519,0.56,0.48,0.538,0.04,0.485,0.522
label716,0.42,0.423,0.44,0.4,0.431,-0.16,0.352,0.396
label717,0.34,0.346,0.36,0.32,0.353,-0.32,0.358,0.437
label718,0.42,0.423,0.44,0.4,0.431,-0.16,0.4,0.425
label719,0.66,0.7,0.56,0.76,0.622,0.327,0.664,0.716
label720,0.66,0.667,0.64,0.68,0.653,0.32,0.686,0.594
label721,0.44,0.44,0.44,0.44,0.44,-0.12,0.4,0.415
label722,0.54,0.545,0.48,0.6,0.511,0.081,0.53,0.496
label723,0.4,0.4,0.4,0.4,0.4,-0.2,0.33,0.391
label724,0.36,0.316,0.24,0.48,0.273,-0.288,0.264,0.364
label725,0.4,0.391,0.36,0.44,0.375,-0.201,0.333,0.386
label726,0.24,0.217,0.2,0.28,0.208,-0.522,0.189,0.342
label727,0.44,0.435,0.4,0.48,0.417,-0.12,0.448,0.428
label728,0.38,0.364,0.32,0.44,0.34,-0.242,0.237,0.354
label729,0.44,0.44,0.44,0.44,0.44,-0.12,0.416,0.526
label730,0.62,0.636,0.56,0.68,0.596,0.242,0.571,0.499
label731,0.52,0.516,0.64,0.4,0.571,0.041,0.501,0.488
label732,0.44,0.44,0.44,0.44,0.44,-0.12,0.406,0.44
label733,0.58,0.577,0.6,0.56,0.588,0.16,0.603,0.554
label734,0.52,0.517,0.6,0.44,0.556,0.041,0.552,0.569
label735,0.62,0.615,0.64,0.6,0.627,0.24,0.621,0.547
label736,0.66,0.654,0.68,0.64,0.667,0.32,0.709,0.633
label737,0.38,0.375,0.36,0.4,0.367,-0.24,0.432,0.491
label738,0.52,0.519,0.56,0.48,0.538,0.04,0.514,0.543
label739,0.6,0.6,0.6,0.6,0.6,0.2,0.654,0.662
label740,0.6,0.609,0.56,0.64,0.583,0.201,0.595,0.603
label741,0.44,0.429,0.36,0.52,0.391,-0.122,0.406,0.46
label742,0.46,0.462,0.48,0.44,0.471,-0.08,0.462,0.438
label743,0.4,0.381,0.32,0.48,0.348,-0.203,0.366,0.441
label744,0.5,0.5,0.52,0.48,0.51,0,0.514,0.476
label745,0.56,0.556,0.6,0.52,0.577,0.12,0.482,0.496
label746,0.58,0.571,0.64,0.52,0.604,0.161,0.568,0.544
label747,0.42,0.433,0.52,0.32,0.473,-0.163,0.378,0.408
label748,0.46,0.462,0.48,0.44,0.471,-0.08,0.405,0.439
label749,0.58,0.583,0.56,0.6,0.571,0.16,0.592,0.534
label750,0.34,0.333,0.32,0.36,0.327,-0.32,0.366,0.463
label751,0.46,0.462,0.48,0.44,0.471,-0.08,0.442,0.428
label752,0.46,0.462,0.48,0.44,0.471,-0.08,0.437,0.447
label753,0.54,0.545,0.48,0.6,0.511,0.081,0.52,0.613
label754,0.5,0.5,0.44,0.56,0.468,0,0.453,0.464
label755,0.64,0.684,0.52,0.76,0.591,0.288,0.592,0.602
label756,0.64,0.63,0.68,0.6,0.654,0.281,0.618,0.559
label757,0.56,0.571,0.48,0.64,0.522,0.122,0.542,0.546
label758,0.38,0.385,0.4,0.36,0.392,-0.24,0.389,0.451
label759,0.46,0.458,0.44,0.48,0.449,-0.08,0.4,0.488
label760,0.4,0.381,0.32,0.48,0.348,-0.203,0.362,0.397
label761,0.64,0.64,0.64,0.64,0.64,0.28,0.634,0.58
label762,0.44,0.444,0.48,0.4,0.462,-0.12,0.402,0.45
label763,0.6,0.609,0.56,0.64,0.583,0.201,0.635,0.662
label764,0.52,0.524,0.44,0.6,0.478,0.041,0.435,0.434
label765,0.36,0.348,0.32,0.4,0.333,-0.281,0.298,0.373
label766,0.42,0.417,0.4,0.44,0.408,-0.16,0.453,0.437
label767,0.48,0.481,0.52,0.44,0.5,-0.04,0.47,0.442
label768,0.48,0.481,0.52,0.44,0.5,-0.04,0.488,0.462
label769,0.64,0.652,0.6,0.68,0.625,0.281,0.632,0.565
label770,0.48,0.476,0.4,0.56,0.435,-0.041,0.483,0.458
label771,0.58,0.583,0.56,0.6,0.571,0.16,0.568,0.597
label772,0.56,0.56,0.56,0.56,0.56,0.12,0.568,0.508
label773,0.46,0.464,0.52,0.4,0.491,-0.081,0.39,0.417
label774,0.48,0.485,0.64,0.32,0.552,-0.042,0.538,0.535
label775,0.44,0.44,0.44,0.44,0.44,-0.12,0.315,0.391
label776,0.58,0.571,0.64,0.52,0.604,0.161,0.523,0.531
label777,0.52,0.52,0.52,0.52,0.52,0.04,0.49,0.46
label778,0.56,0.56,0.56,0.56,0.56,0.12,0.52,0.494
label779,0.2,0.222,0.24,0.16,0.231,-0.602,0.15,0.33
label780,0.44,0.444,0.48,0.4,0.462,-0.12,0.408,0.458
label781,0.5,0.5,0.52,0.48,0.51,0,0.485,0.49
label782,0.46,0.45,0.36,0.56,0.4,-0.082,0.496,0.496
label783,0.52,0.522,0.48,0.56,0.5,0.04,0.483,0.502
label784,0.48,0.478,0.44,0.52,0.458,-0.04,0.509,0.569
label785,0.5,0.5,0.48,0.52,0.49,0,0.418,0.448
label786,0.56,0.556,0.6,0.52,0.577,0.12,0.571,0.545
label787,0.56,0.565,0.52,0.6,0.542,0.12,0.541,0.486
label788,0.42,0.423,0.44,0.4,0.431,-0.16,0.362,0.397
label789,0.5,0.5,0.48,0.52,0.49,0,0.53,0.535
label790,0.32,0.345,0.4,0.24,0.37,-0.365,0.267,0.365
label791,0.56,0.565,0.52,0.6,0.542,0.12,0.534,0.548
label792,0.46,0.458,0.44,0.48,0.449,-0.08,0.37,0.432
label793,0.4,0.381,0.32,0.48,0.348,-0.203,0.39,0.421
label794,0.54,0.55,0.44,0.64,0.489,0.082,0.506,0.498
label795,0.68,0.696,0.64,0.72,0.667,0.361,0.741,0.732
label796,0.58,0.591,0.52,0.64,0.553,0.161,0.558,0.611
label797,0.56,0.56,0.56,0.56,0.56,0.12,0.528,0.471
label798,0.36,0.36,0.36,0.36,0.36,-0.28,0.28,0.374
label799,0.36,0.348,0.32,0.4,0.333,-0.281,0.29,0.382
label800,0.32,0.304,0.28,0.36,0.292,-0.361,0.246,0.366
label801,0.54,0.545,0.48,0.6,0.511,0.081,0.523,0.597
label802,0.52,0.52,0.52,0.52,0.52,0.04,0.502,0.493
label803,0.5,0.5,0.36,0.64,0.419,0,0.491,0.488
label804,0.46,0.464,0.52,0.4,0.491,-0.081,0.498,0.471
label805,0.48,0.48,0.48,0.48,0.48,-0.04,0.4,0.423
label806,0.42,0.409,0.36,0.48,0.383,-0.161,0.445,0.476
label807,0.4,0.391,0.36,0.44,0.375,-0.201,0.304,0.38
label808,0.5,0.5,0.48,0.52,0.49,0,0.504,0.451
label809,0.6,0.593,0.64,0.56,0.615,0.201,0.57,0.546
label810,0.56,0.565,0.52,0.6,0.542,0.12,0.573,0.533
label811,0.58,0.6,0.48,0.68,0.533,0.163,0.557,0.691
label812,0.32,0.286,0.24,0.4,0.261,-0.365,0.296,0.375
label813,0.34,0.357,0.4,0.28,0.377,-0.322,0.325,0.469
label814,0.44,0.444,0.48,0.4,0.462,-0.12,0.421,0.436
label815,0.42,0.429,0.48,0.36,0.453,-0.161,0.285,0.372
label816,0.46,0.45,0.36,0.56,0.4,-0.082,0.382,0.453
label817,0.5,0.5,0.48,0.52,0.49,0,0.541,0.593
label818,0.6,0.619,0.52,0.68,0.565,0.203,0.61,0.543
label819,0.36,0.379,0.44,0.28,0.407,-0.284,0.339,0.403
label820,0.48,0.481,0.52,0.44,0.5,-0.04,0.376,0.404
label821,0.44,0.435,0.4,0.48,0.417,-0.12,0.286,0.373
label822,0.56,0.565,0.52,0.6,0.542,0.12,0.469,0.456
label823,0.48,0.48,0.48,0.48,0.48,-0.04,0.39,0.486
label824,0.36,0.36,0.36,0.36,0.36,-0.28,0.285,0.368
label825,0.56,0.556,0.6,0.52,0.577,0.12,0.538,0.482
label826,0.4,0.381,0.32,0.48,0.348,-0.203,0.44,0.496
label827,0.56,0.56,0.56,0.56,0.56,0.12,0.562,0.615
label828,0.44,0.444,0.48,0.4,0.462,-0.12,0.371,0.471
label829,0.32,0.345,0.4,0.24,0.37,-0.365,0.267,0.368
label830,0.58,0.571,0.64,0.52,0.604,0.161,0.504,0.461
label831,0.36,0.379,0.44,0.28,0.407,-0.284,0.31,0.395
label832,0.48,0.478,0.44,0.52,0.458,-0.04,0.426,0.423
label833,0.46,0.455,0.4,0.52,0.426,-0.081,0.475,0.576
label834,0.42,0.417,0.4,0.44,0.408,-0.16,0.326,0.432
label835,0.34,0.357,0.4,0.28,0.377,-0.322,0.323,0.388
label836,0.46,0.462,0.48,0.44,0.471,-0.08,0.445,0.541
label837,0.56,0.556,0.6,0.52,0.577,0.12,0.49,0.45
label838,0.62,0.625,0.6,0.64,0.612,0.24,0.674,0.709
label839,0.36,0.36,0.36,0.36,0.36,-0.28,0.328,0.403
label840,0.38,0.364,0.32,0.44,0.34,-0.242,0.446,0.527
label841,0.26,0.227,0.2,0.32,0.213,-0.483,0.29,0.377
label842,0.64,0.64,0.64,0.64,0.64,0.28,0.629,0.566
label843,0.52,0.522,0.48,0.56,0.5,0.04,0.557,0.594
label844,0.3,0.321,0.36,0.24,0.34,-0.403,0.267,0.364
label845,0.5,0.5,0.52,0.48,0.51,0,0.515,0.539
label846,0.7,0.692,0.72,0.68,0.706,0.4,0.718,0.634
label847,0.42,0.429,0.48,0.36,0.453,-0.161,0.331,0.39
label848,0.58,0.591,0.52,0.64,0.553,0.161,0.533,0.517
label849,0.58,0.567,0.68,0.48,0.618,0.163,0.573,0.508
label850,0.5,0.5,0.44,0.56,0.468,0,0.51,0.52
label851,0.46,0.458,0.44,0.48,0.449,-0.08,0.443,0.428
label852,0.58,0.571,0.64,0.52,0.604,0.161,0.541,0.489
label853,0.42,0.433,0.52,0.32,0.473,-0.163,0.37,0.456
label854,0.36,0.37,0.4,0.32,0.385,-0.281,0.363,0.518
label855,0.58,0.571,0.64,0.52,0.604,0.161,0.622,0.649
label856,0.54,0.536,0.6,0.48,0.566,0.081,0.501,0.474
label857,0.46,0.464,0.52,0.4,0.491,-0.081,0.339,0.409
label858,0.46,0.45,0.36,0.56,0.4,-0.082,0.427,0.437
label859,0.42,0.4,0.32,0.52,0.356,-0.163,0.494,0.549
label860,0.32,0.32,0.32,0.32,0.32,-0.36,0.259,0.36
label861,0.34,0.346,0.36,0.32,0.353,-0.32,0.275,0.365
label862,0.58,0.577,0.6,0.56,0.588,0.16,0.494,0.473
label863,0.56,0.571,0.48,0.64,0.522,0.122,0.459,0.495
label864,0.4,0.4,0.4,0.4,0.4,-0.2,0.346,0.392
label865,0.3,0.321,0.36,0.24,0.34,-0.403,0.283,0.409
label866,0.44,0.44,0.44,0.44,0.44,-0.12,0.405,0.455
label867,0.5,0.5,0.52,0.48,0.51,0,0.538,0.512
label868,0.52,0.519,0.56,0.48,0.538,0.04,0.49,0.547
label869,0.48,0.476,0.4,0.56,0.435,-0.041,0.442,0.451
label870,0.44,0.452,0.56,0.32,0.5,-0.124,0.424,0.453
label871,0.56,0.571,0.48,0.64,0.522,0.122,0.562,0.497
label872,0.4,0.4,0.4,0.4,0.4,-0.2,0.395,0.471
label873,0.44,0.435,0.4,0.48,0.417,-0.12,0.432,0.423
label874,0.54,0.538,0.56,0.52,0.549,0.08,0.589,0.558
label875,0.56,0.556,0.6,0.52,0.577,0.12,0.509,0.453
label876,0.3,0.292,0.28,0.32,0.286,-0.4,0.243,0.355
label877,0.34,0.346,0.36,0.32,0.353,-0.32,0.31,0.391
label878,0.52,0.519,0.56,0.48,0.538,0.04,0.602,0.626
label879,0.46,0.458,0.44,0.48,0.449,-0.08,0.443,0.447
label880,0.36,0.37,0.4,0.32,0.385,-0.281,0.317,0.399
label881,0.56,0.56,0.56,0.56,0.56,0.12,0.526,0.517
label882,0.72,0.72,0.72,0.72,0.72,0.44,0.72,0.683
label883,0.5,0.5,0.52,0.48,0.51,0,0.504,0.473
label884,0.52,0.522,0.48,0.56,0.5,0.04,0.454,0.458
label885,0.58,0.583,0.56,0.6,0.571,0.16,0.536,0.539
label886,0.52,0.524,0.44,0.6,0.478,0.041,0.568,0.597
label887,0.34,0.318,0.28,0.4,0.298,-0.322,0.309,0.377
label888,0.42,0.417,0.4,0.44,0.408,-0.16,0.366,0.407
label889,0.42,0.423,0.44,0.4,0.431,-0.16,0.395,0.412
label890,0.44,0.44,0.44,0.44,0.44,-0.12,0.469,0.485
label891,0.3,0.25,0.2,0.4,0.222,-0.408,0.285,0.402
label892,0.42,0.4,0.32,0.52,0.356,-0.163,0.326,0.393
label893,0.6,0.586,0.68,0.52,0.63,0.203,0.658,0.641
label894,0.28,0.261,0.24,0.32,0.25,-0.441,0.277,0.367
label895,0.36,0.333,0.28,0.44,0.304,-0.284,0.274,0.37
label896,0.46,0.464,0.52,0.4,0.491,-0.081,0.43,0.42
label897,0.52,0.519,0.56,0.48,0.538,0.04,0.502,0.494
label898,0.44,0.44,0.44,0.44,0.44,-0.12,0.411,0.548
label899,0.32,0.286,0.24,0.4,0.261,-0.365,0.254,0.359
label900,0.64,0.64,0.64,0.64,0.64,0.28,0.662,0.553
label901,0.58,0.583,0.56,0.6,0.571,0.16,0.566,0.521
label902,0.56,0.556,0.6,0.52,0.577,0.12,0.547,0.566
label903,0.46,0.458,0.44,0.48,0.449,-0.08,0.437,0.443
label904,0.58,0.591,0.52,0.64,0.553,0.161,0.544,0.508
label905,0.42,0.4,0.32,0.52,0.356,-0.163,0.336,0.413
label906,0.62,0.607,0.68,0.56,0.642,0.242,0.542,0.498
label907,0.52,0.52,0.52,0.52,0.52,0.04,0.491,0.485
label908,0.58,0.583,0.56,0.6,0.571,0.16,0.51,0.511
label909,0.4,0.391,0.36,0.44,0.375,-0.201,0.357,0.414
label910,0.52,0.52,0.52,0.52,0.52,0.04,0.546,0.545
label911,0.44,0.429,0.36,0.52,0.391,-0.122,0.435,0.547
label912,0.46,0.45,0.36,0.56,0.4,-0.082,0.458,0.446
label913,0.36,0.36,0.36,0.36,0.36,-0.28,0.392,0.452
label914,0.42,0.417,0.4,0.44,0.408,-0.16,0.419,0.548
label915,0.4,0.4,0.4,0.4,0.4,-0.2,0.405,0.465
label916,0.48,0.481,0.52,0.44,0.5,-0.04,0.501,0.492
label917,0.48,0.478,0.44,0.52,0.458,-0.04,0.467,0.47
label918,0.38,0.35,0.28,0.48,0.311,-0.245,0.443,0.439
label919,0.42,0.429,0.48,0.36,0.453,-0.161,0.451,0.476
label920,0.5,0.5,0.44,0.56,0.468,0,0.531,0.487
label921,0.54,0.538,0.56,0.52,0.549,0.08,0.459,0.452
label922,0.36,0.348,0.32,0.4,0.333,-0.281,0.389,0.41
label923,0.3,0.308,0.32,0.28,0.314,-0.4,0.205,0.344
label924,0.48,0.481,0.52,0.44,0.5,-0.04,0.482,0.504
label925,0.4,0.391,0.36,0.44,0.375,-0.201,0.386,0.427
label926,0.5,0.5,0.64,0.36,0.561,0,0.445,0.445
label927,0.54,0.538,0.56,0.52,0.549,0.08,0.496,0.492
label928,0.32,0.304,0.28,0.36,0.292,-0.361,0.264,0.361
label929,0.26,0.269,0.28,0.24,0.275,-0.48,0.194,0.341
label930,0.62,0.636,0.56,0.68,0.596,0.242,0.579,0.52
label931,0.46,0.462,0.48,0.44,0.471,-0.08,0.403,0.458
label932,0.48,0.48,0.48,0.48,0.48,-0.04,0.501,0.461
label933,0.4,0.368,0.28,0.52,0.318,-0.206,0.499,0.46
label934,0.42,0.423,0.44,0.4,0.431,-0.16,0.37,0.423
label935,0.38,0.35,0.28,0.48,0.311,-0.245,0.334,0.386
label936,0.5,0.5,0.4,0.6,0.444,0,0.518,0.55
label937,0.36,0.387,0.48,0.24,0.429,-0.288,0.32,0.385
label938,0.5,0.5,0.52,0.48,0.51,0,0.499,0.475
label939,0.56,0.56,0.56,0.56,0.56,0.12,0.538,0.509
label940,0.44,0.429,0.36,0.52,0.391,-0.122,0.426,0.448
label941,0.6,0.581,0.72,0.48,0.643,0.206,0.531,0.481
label942,0.34,0.346,0.36,0.32,0.353,-0.32,0.325,0.381
label943,0.38,0.35,0.28,0.48,0.311,-0.245,0.288,0.379
label944,0.38,0.333,0.24,0.52,0.279,-0.25,0.341,0.411
label945,0.32,0.304,0.28,0.36,0.292,-0.361,0.274,0.371
label946,0.52,0.52,0.52,0.52,0.52,0.04,0.528,0.5
label947,0.52,0.524,0.44,0.6,0.478,0.041,0.581,0.637
label948,0.28,0.238,0.2,0.36,0.217,-0.446,0.198,0.343
label949,0.48,0.483,0.56,0.4,0.519,-0.041,0.406,0.414
label950,0.36,0.379,0.44,0.28,0.407,-0.284,0.299,0.376
label951,0.7,0.727,0.64,0.76,0.681,0.403,0.683,0.613
label952,0.34,0.357,0.4,0.28,0.377,-0.322,0.245,0.361
label953,0.44,0.429,0.36,0.52,0.391,-0.122,0.374,0.45
label954,0.36,0.379,0.44,0.28,0.407,-0.284,0.357,0.392
label955,0.46,0.462,0.48,0.44,0.471,-0.08,0.416,0.42
label956,0.58,0.591,0.52,0.64,0.553,0.161,0.552,0.591
label957,0.54,0.542,0.52,0.56,0.531,0.08,0.475,0.573
label958,0.46,0.455,0.4,0.52,0.426,-0.081,0.475,0.515
label959,0.68,0.714,0.6,0.76,0.652,0.365,0.747,0.783
label960,0.48,0.476,0.4,0.56,0.435,-0.041,0.402,0.42
label961,0.34,0.357,0.4,0.28,0.377,-0.322,0.397,0.46
label962,0.5,0.5,0.52,0.48,0.51,0,0.477,0.457
label963,0.38,0.375,0.36,0.4,0.367,-0.24,0.398,0.468
label964,0.62,0.636,0.56,0.68,0.596,0.242,0.603,0.601
label965,0.5,0.5,0.48,0.52,0.49,0,0.482,0.483
label966,0.56,0.556,0.6,0.52,0.577,0.12,0.57,0.543
label967,0.44,0.444,0.48,0.4,0.462,-0.12,0.413,0.443
label968,0.52,0.52,0.52,0.52,0.52,0.04,0.526,0.54
label969,0.5,0.5,0.6,0.4,0.545,0,0.467,0.455
label970,0.52,0.52,0.52,0.52,0.52,0.04,0.504,0.541
label971,0.36,0.37,0.4,0.32,0.385,-0.281,0.259,0.365
label972,0.44,0.44,0.44,0.44,0.44,-0.12,0.411,0.418
label973,0.46,0.464,0.52,0.4,0.491,-0.081,0.494,0.526
label974,0.4,0.4,0.4,0.4,0.4,-0.2,0.27,0.366
label975,0.34,0.318,0.28,0.4,0.298,-0.322,0.366,0.398
label976,0.5,0.5,0.52,0.48,0.51,0,0.533,0.579
label977,0.44,0.44,0.44,0.44,0.44,-0.12,0.366,0.438
label978,0.6,0.6,0.6,0.6,0.6,0.2,0.574,0.513
label979,0.54,0.536,0.6,0.48,0.566,0.081,0.514,0.496
label980,0.52,0.522,0.48,0.56,0.5,0.04,0.499,0.466
label981,0.48,0.48,0.48,0.48,0.48,-0.04,0.419,0.425
label982,0.32,0.304,0.28,0.36,0.292,-0.361,0.373,0.421
label983,0.38,0.4,0.48,0.28,0.436,-0.245,0.362,0.394
label984,0.56,0.556,0.6,0.52,0.577,0.12,0.584,0.514
label985,0.42,0.4,0.32,0.52,0.356,-0.163,0.403,0.505
label986,0.6,0.6,0.6,0.6,0.6,0.2,0.587,0.56
label987,0.48,0.478,0.44,0.52,0.458,-0.04,0.517,0.517
label988,0.48,0.481,0.52,0.44,0.5,-0.04,0.469,0.451
label989,0.46,0.458,0.44,0.48,0.449,-0.08,0.446,0.434
label990,0.36,0.379,0.44,0.28,0.407,-0.284,0.338,0.418
label991,0.44,0.44,0.44,0.44,0.44,-0.12,0.448,0.448
label992,0.46,0.444,0.32,0.6,0.372,-0.083,0.405,0.503
label993,0.36,0.36,0.36,0.36,0.36,-0.28,0.251,0.359
label994,0.52,0.52,0.52,0.52,0.52,0.04,0.534,0.589
label995,0.48,0.474,0.36,0.6,0.409,-0.041,0.488,0.523
label996,0.46,0.458,0.44,0.48,0.449,-0.08,0.469,0.55
label997,0.58,0.571,0.64,0.52,0.604,0.161,0.514,0.479
label998,0.4,0.407,0.44,0.36,0.423,-0.201,0.35,0.399
label999,0.4,0.4,0.4,0.4,0.4,-0.2,0.304,0.447
